instances, , , ,Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
name_of_instance, 10,17,num_k_cores, Original Model, , , ,Reduced Model
