instances, , , ,Original Model, , , ,Reduced Model
karate_club, davis_southern_women_graph, florentine_families_graph, les_miserables_graph, connected_caveman_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
karate_club, davis_southern_women_graph, florentine_families_graph, les_miserables_graph, connected_caveman_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph2, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph3, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph4, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
test_graph5, 10,17,num_k_cores, Original Model, , , ,Reduced Model
